Ano,Orgao,SiglaOrgao,NomeProjeto,Subtitulo,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido,Nome_deputado_padronizado
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 263 - Hospital Vera Cruz - Vera Cruz,156,100000,beneficiado,263,Jeferson Fernandes,PT,Vera Cruz,JEFERSON OLIVEIRA FERNANDES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 322 - Fms - Hospital Sao Sebastiao Martir - Venancio Aires,155,100000,beneficiado,322,Delegado Zucco,REPUBLICANOS,Venancio Aires,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 521 - Hospital Vera Cruz - Vera Cruz,156,100000,beneficiado,521,Elton Weber,PSB,Vera Cruz,ELTON ROBERTO WEBER
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 924 - Fms - Hospital Sao Sebastiao Martir - Venancio Aires,155,100000,beneficiado,924,Marcus Vinícius,PP,Venancio Aires,MARCUS VINICIUS VIEIRA DE ALMEIDA
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1091 - Fms - Hospital Ana Nery - Santa Cruz do Sul,108,100000,beneficiado,1091,Professor Bonatto,PSDB,Santa Cruz do Sul,VALDIR BONATTO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1109 - Fms - Hospital Sao Sebastiao Martir - Venancio Aires,155,100000,beneficiado,1109,Airton Artus,PDT,Venancio Aires,AIRTON ARTUS
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1110 - Fms - Hospital Dr Anuar Elias Aesse - Boqueirao do Leao,253,100000,beneficiado,1110,Airton Artus,PDT,Boqueirao do Leao,AIRTON ARTUS
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 484 - Transporte Sanitario Eletivo - Boqueirao do Leao,253,100000,beneficiado,484,Luciano Silveira,MDB,Boqueirao do Leao,LUCIANO DA SILVA SILVEIRA
2025,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 203 - Lar Sao Vicente de Paulo - Rio Pardo,101,100000,beneficiado,203,Edivilson Brum,MDB,Rio Pardo,EDIVILSON MEURER BRUM
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 812 - Apoio Gestao Municipal - Pantano Grande,296,100000,beneficiado,812,Pedro Pereira,PSDB,Pantano Grande,PEDRO OZORIO PEREIRA
2025,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 721 - Associacao Cross Clube Santa Cruz - Santa Cruz do Sul,108,100000,beneficiado,721,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2025,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 295 - Nucleos de Esporte e Lazer - Santa Cruz do Sul,108,100000,beneficiado,295,Neri o Carteiro,PSDB,Santa Cruz do Sul,NERI ANDRADE PEREIRA JUNIOR
2025,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 202 - Escola Tecnica Familia Agricola - Vale do Sol,423,100000,beneficiado,202,Edivilson Brum,MDB,Vale do Sol,EDIVILSON MEURER BRUM
2025,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 300 - Agricultura Familiar - Sinimbu,417,100000,beneficiado,300,Neri o Carteiro,PSDB,Sinimbu,NERI ANDRADE PEREIRA JUNIOR
2025,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 432 - Defesa Civil - Lajeado,72,100000,beneficiado,432,Capitão Martim,REPUBLICANOS,Lajeado,MARTIM TODESCO ADREANI
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 65 - 24 Coordenadoria Regional Tradicionalista - Lajeado,72,100000,beneficiado,65,Airton Artus,PDT,Lajeado,AIRTON ARTUS
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 418 - Ctg Porteira da Amizade - Relvado,306,100000,beneficiado,418,Dirceu Franciscon,UNIÃO,Relvado,DIRCEU FRANCISCON
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 199 - Atencao Basica - Colinas,349,100000,beneficiado,199,Edivilson Brum,MDB,Colinas,EDIVILSON MEURER BRUM
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 235 - Atencao Basica - Arroio do Meio,5,100000,beneficiado,235,Adriana Lara,PL,Arroio do Meio,ADRIANA VIEIRA LARA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 355 - Atencao Basica - Roca Sales,102,100000,beneficiado,355,Kaká D´Ávila,PSDB,Roca Sales,CARLOS HENRIQUE BASTOS D AVILA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 639 - Atencao Basica - Cruzeiro do Sul,188,100000,beneficiado,639,Silvana Covatti,PP,Cruzeiro do Sul,SILVANA MARIA FRANCISCATTO COVATTI
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 662 - Atencao Basica - Encantado,37,100000,beneficiado,662,Delegada Nadine,PSDB,Encantado,NADINE TAGLIARI FARIAS ANFLOR
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 668 - Atencao Basica - Cruzeiro do Sul,188,100000,beneficiado,668,Airton Artus,PDT,Cruzeiro do Sul,AIRTON ARTUS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 927 - Atencao Basica - Bom Retiro do Sul,12,100000,beneficiado,927,Eliana Bayer,REPUBLICANOS,Bom Retiro do Sul,ELIANA DO NASCIMENTO NARVAIS BAYER
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 986 - Atencao Basica - Nova Brescia,208,100000,beneficiado,986,Eduardo Loureiro,PDT,Nova Brescia,EDUARDO DEBACCO LOUREIRO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1186 - Atencao Basica - Capitao,345,100000,beneficiado,1186,Vilmar Zanchin,MDB,Capitao,VILMAR PERIN ZANCHIN
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1220 - Atencao Basica - Ilopolis,197,100000,beneficiado,1220,Vilmar Zanchin,MDB,Ilopolis,VILMAR PERIN ZANCHIN
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 407 - Fms - Hospital Sao Gabriel Arcanjo - Cruzeiro do Sul,188,100000,beneficiado,407,Vilmar Zanchin,MDB,Cruzeiro do Sul,VILMAR PERIN ZANCHIN
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 519 - Fms - Hospital de Caridade Santana - Bom Retiro do Sul,12,100000,beneficiado,519,Elton Weber,PSB,Bom Retiro do Sul,ELTON ROBERTO WEBER
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 558 - Fms - Hospital Sao Jose - Taquari,142,100000,beneficiado,558,Patrícia Alba,MDB,Taquari,PATRICIA BAZOTTI
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 658 - Fms - Hospital Roque Gonzales - Roca Sales,102,100000,beneficiado,658,Delegada Nadine,PSDB,Roca Sales,NADINE TAGLIARI FARIAS ANFLOR
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 724 - Fms - Hospital de Caridade Santana - Bom Retiro do Sul,12,100000,beneficiado,724,Kelly Moraes,PL,Bom Retiro do Sul,KELLY MORAES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1111 - Fms - Hospital Santa Isabel - Progresso,303,100000,beneficiado,1111,Airton Artus,PDT,Progresso,AIRTON ARTUS
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1112 - Fms - Hospital Sao Jose - Taquari,142,100000,beneficiado,1112,Airton Artus,PDT,Taquari,AIRTON ARTUS
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 486 - Transporte Sanitario Eletivo - Arroio do Meio,5,100000,beneficiado,486,Luciano Silveira,MDB,Arroio do Meio,LUCIANO DA SILVA SILVEIRA
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 488 - Transporte Sanitario Eletivo - Paverama,298,100000,beneficiado,488,Luciano Silveira,MDB,Paverama,LUCIANO DA SILVA SILVEIRA
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 984 - Transporte Sanitario Eletivo - Dois Lajeados,265,100000,beneficiado,984,Guilherme Pasin,PP,Dois Lajeados,GUILHERME RECH PASIN
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 146 - Transporte Sanitario Eletivo - Santa Clara do Sul,400,100000,beneficiado,146,Aloísio Classmann,UNIÃO,Santa Clara do Sul,ALOISIO TALSO CLASSMANN
2025,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais - Ep,Ep 204 - Clube de Maes Lar da Amizade - Teutonia,244,100000,beneficiado,204,Edivilson Brum,MDB,Teutonia,EDIVILSON MEURER BRUM
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 851 - Apae - Encantado,37,100000,beneficiado,851,Gaúcho da Geral,PSD,Encantado,JULIANO FRANCZAK
2025,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 66 - Associacao de Ligas do Vale do Taquari - Lajeado,72,100000,beneficiado,66,Airton Artus,PDT,Lajeado,AIRTON ARTUS
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,Implementação de Atividades Voltadas a Educação Ambiental - Ep,Ep 282 - Apn Vale do Gravatai - Gravatai,57,100000,beneficiado,282,Miguel Rossetto,PT,Gravatai,MIGUEL SOLDATELLI ROSSETTO
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 572 - Sociedade Uniao da Vila dos Eucaliptos - Porto Alegre,96,100000,beneficiado,572,Luciana Genro,PSOL,Porto Alegre,LUCIANA KREBS GENRO
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 843 - Centro de Tradicoes Nordestinas - Cachoeirinha,177,100000,beneficiado,843,Gaúcho da Geral,PSD,Cachoeirinha,JULIANO FRANCZAK
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 1123 - Cooperativa Voz da Periferia - Viamao,159,100000,beneficiado,1123,Stela Farias,PT,Viamao,STELA BEATRIZ FARIAS LOPES
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 1154 - Associacao do Voluntariado e da Solidariedade - Avesol - Porto Alegre,96,100000,beneficiado,1154,Laura Sito,PT,Porto Alegre,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 1155 - Associacao Cultural e Beneficente Seis de Maio - Gravatai,57,100000,beneficiado,1155,Laura Sito,PT,Gravatai,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Segurança Pública,SSP,Manutenção da Área de Saúde da Brigada Militar - Ep,Ep 537 - Hospital Bm - Porto Alegre,96,100000,beneficiado,537,Luciana Genro,PSOL,Porto Alegre,LUCIANA KREBS GENRO
2025,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 95 - Coordenadoria de Recursos Especiais da Pc - Porto Alegre,96,100000,beneficiado,95,Leonel Radde,PT,Porto Alegre,LEONEL GUTERRES RADDE
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 21 - Atencao Basica - Guaiba,58,100000,beneficiado,21,Elizandro Sabino,PRD,Guaiba,ELIZANDRO SILVA DE FREITAS SABINO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 42 - Atencao Basica - Porto Alegre,96,100000,beneficiado,42,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 54 - Atencao Basica - Porto Alegre,96,100000,beneficiado,54,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 86 - Atencao Basica - Porto Alegre,96,100000,beneficiado,86,Leonel Radde,PT,Porto Alegre,LEONEL GUTERRES RADDE
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 129 - Atencao Basica - Santo Antonio da Patrulha,114,100000,beneficiado,129,Gustavo Victorino,REPUBLICANOS,Santo Antonio da Patrulha,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 141 - Atencao Basica - Gravatai,57,100000,beneficiado,141,Gustavo Victorino,REPUBLICANOS,Gravatai,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 273 - Atencao Basica - Glorinha,276,100000,beneficiado,273,Neri o Carteiro,PSDB,Glorinha,NERI ANDRADE PEREIRA JUNIOR
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 369 - Atencao Basica - Cachoeirinha,177,100000,beneficiado,369,Carlos Búrigo,MDB,Cachoeirinha,CARLOS BURIGO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 561 - Atencao Basica - Cachoeirinha,177,100000,beneficiado,561,Patrícia Alba,MDB,Cachoeirinha,PATRICIA BAZOTTI
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 564 - Atencao Basica - Glorinha,276,100000,beneficiado,564,Patrícia Alba,MDB,Glorinha,PATRICIA BAZOTTI
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 622 - Atencao Basica - Viamao,159,100000,beneficiado,622,Luciana Genro,PSOL,Viamao,LUCIANA KREBS GENRO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 821 - Atencao Basica - Eldorado do Sul,267,100000,beneficiado,821,Pedro Pereira,PSDB,Eldorado do Sul,PEDRO OZORIO PEREIRA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 985 - Atencao Basica - Santo Antonio da Patrulha,114,100000,beneficiado,985,Guilherme Pasin,PP,Santo Antonio da Patrulha,GUILHERME RECH PASIN
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1096 - Atencao Basica - Gravatai,57,100000,beneficiado,1096,Professor Bonatto,PSDB,Gravatai,VALDIR BONATTO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1120 - Atencao Basica - Viamao,159,100000,beneficiado,1120,Stela Farias,PT,Viamao,STELA BEATRIZ FARIAS LOPES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1158 - Atencao Basica - Cachoeirinha,177,100000,beneficiado,1158,Laura Sito,PT,Cachoeirinha,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1164 - Atencao Basica - Porto Alegre,96,100000,beneficiado,1164,Laura Sito,PT,Porto Alegre,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1165 - Atencao Basica - Porto Alegre,96,100000,beneficiado,1165,Laura Sito,PT,Porto Alegre,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1203 - Atencao Basica - Viamao,159,100000,beneficiado,1203,Professor Bonatto,PSDB,Viamao,VALDIR BONATTO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1215 - Atencao Basica - Porto Alegre,96,100000,beneficiado,1215,Luciana Genro,PSOL,Porto Alegre,LUCIANA KREBS GENRO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 388 - Atencao Basica - Guaiba,58,100000,beneficiado,388,Carlos Búrigo,MDB,Guaiba,CARLOS BURIGO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 133 - Atencao Basica - Guaiba,58,100000,beneficiado,133,Gustavo Victorino,REPUBLICANOS,Guaiba,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 40 - Casa dos Raros - Porto Alegre,96,100000,beneficiado,40,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 135 - Fms - Hospital Materno Infantil Presidente Vargas - Porto Alegre,96,100000,beneficiado,135,Gustavo Victorino,REPUBLICANOS,Porto Alegre,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 305 - Hospital Viamao - Viamao,159,100000,beneficiado,305,Matheus Gomes,PSOL,Viamao,MATHEUS PEREIRA GOMES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 306 - Fms - Sae Santa Marta - Porto Alegre,96,100000,beneficiado,306,Matheus Gomes,PSOL,Porto Alegre,MATHEUS PEREIRA GOMES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 494 - Fms - Instituto de Cardiologia - Porto Alegre,96,100000,beneficiado,494,Rodrigo Lorenzoni,PL,Porto Alegre,RODRIGO MARQUES LORENZONI
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 497 - Fms - Hospital Sao Lucas da Pucrs - Porto Alegre,96,100000,beneficiado,497,Rodrigo Lorenzoni,PL,Porto Alegre,RODRIGO MARQUES LORENZONI
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 547 - Hospital de Santo Antonio da Patrulha - Santo Antonio da Patrulha,114,100000,beneficiado,547,Patrícia Alba,MDB,Santo Antonio da Patrulha,PATRICIA BAZOTTI
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 623 - Fms - Ambulatorio Trans - Porto Alegre,96,100000,beneficiado,623,Luciana Genro,PSOL,Porto Alegre,LUCIANA KREBS GENRO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 660 - Fms - Associacao Hospitalar Vila Nova - Porto Alegre,96,100000,beneficiado,660,Delegada Nadine,PSDB,Porto Alegre,NADINE TAGLIARI FARIAS ANFLOR
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 684 - Fms - Pa - Upa Lomba do Pinheiro - Porto Alegre,96,100000,beneficiado,684,Sergio Peres,REPUBLICANOS,Porto Alegre,SERGIO PERES ALOS
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 691 - Fms - Hospital Dom Joao Becker - Gravatai,57,100000,beneficiado,691,Luciana Genro,PSOL,Gravatai,LUCIANA KREBS GENRO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 904 - Fms - Associacao Hospitalar Vila Nova - Porto Alegre,96,100000,beneficiado,904,Airton Lima,PODE,Porto Alegre,AIRTON LIMA
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1094 - Fms - Associacao Hospitalar Vila Nova - Porto Alegre,96,100000,beneficiado,1094,Professor Bonatto,PSDB,Porto Alegre,VALDIR BONATTO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1095 - Fms - Hospital Independencia - Porto Alegre,96,100000,beneficiado,1095,Professor Bonatto,PSDB,Porto Alegre,VALDIR BONATTO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1163 - Fms - Ambulatorio Trans - Porto Alegre,96,100000,beneficiado,1163,Laura Sito,PT,Porto Alegre,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1181 - Fms - Instituto de Cardiologia - Porto Alegre,96,100000,beneficiado,1181,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 745 - Transporte Sanitario Eletivo - Guaiba,58,100000,beneficiado,745,Luiz Marenco,PDT,Guaiba,LUIS ROGERIO MARENCO FERRÂN
2025,Secretaria da Saúde,SES,Rede de Atenção Psicossocial - Ep,Ep 314 - Rede de Atencao Psicossocial - Caps Ad - Guaiba,58,100000,beneficiado,314,Matheus Gomes,PSOL,Guaiba,MATHEUS PEREIRA GOMES
2025,Secretaria da Saúde,SES,Rede de Atenção Psicossocial - Ep,Ep 334 - Rede de Atencao Psicossocial - Caps Infantil - Alvorada,165,100000,beneficiado,334,Matheus Gomes,PSOL,Alvorada,MATHEUS PEREIRA GOMES
2025,Secretaria da Saúde,SES,Rede de Atenção Psicossocial - Ep,Ep 590 - Rede de Atencao Psicossocial - Caps Ad - Cachoeirinha,177,100000,beneficiado,590,Luciana Genro,PSOL,Cachoeirinha,LUCIANA KREBS GENRO
2025,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais - Ep,Ep 145 - Viavida Pro - Doacoes e Transplantes - Porto Alegre,96,100000,beneficiado,145,Gustavo Victorino,REPUBLICANOS,Porto Alegre,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 24 - Lar Gustavo Nordlund - Porto Alegre,96,100000,beneficiado,24,Elizandro Sabino,PRD,Porto Alegre,ELIZANDRO SILVA DE FREITAS SABINO
2025,"Secretaria de Inovação, Ciência e Tecnologia",SICT,Desenvolvimento de Condições Propícias Para O Ecossistema de Inovação Gaúcho - Ep,Ep 546 - Programas de Inovacao - Gravatai,57,100000,beneficiado,546,Patrícia Alba,MDB,Gravatai,PATRICIA BAZOTTI
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 570 - Apoio Gestao Municipal - Guaiba,58,100000,beneficiado,570,Luciana Genro,PSOL,Guaiba,LUCIANA KREBS GENRO
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 548 - Liga Feminina de Combate Ao Cancer - Gravatai,57,100000,beneficiado,548,Patrícia Alba,MDB,Gravatai,PATRICIA BAZOTTI
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 11 - Lar Esperanca de Porto Alegre - Porto Alegre,96,100000,beneficiado,11,Elizandro Sabino,PRD,Porto Alegre,ELIZANDRO SILVA DE FREITAS SABINO
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 23 - Clinica Esperanca de Amparo a Crianca - Ceacri - Porto Alegre,96,100000,beneficiado,23,Elizandro Sabino,PRD,Porto Alegre,ELIZANDRO SILVA DE FREITAS SABINO
