Ano,Municipio_corrigido,Orgao,NomeProjeto,Subtitulo,Valor,Deputado,Partido
2023,Sao Marcos,"Secretaria de Justiça, Cidadania e Direitos Humanos",Emenda Parlamentar 2023 de Sao Marcos,Ep 249 - Apae - Sao Marcos,75000,Ernani Polo,PP
2023,Torres,"Secretaria de Justiça, Cidadania e Direitos Humanos",Emenda Parlamentar 2023 de Torres,Ep 248 - Apae - Torres,75000,Ernani Polo,PP
2023,Capao da Canoa,Secretaria do Esporte e Lazer,Emenda Parlamentar 2023 de Capao da Canoa,Ep 65 - Projetos Esportivos - Capao da Canoa,75000,Dalciso Oliveira,PSB
2023,RS,Universidade Estadual do Rio Grande do Sul,Emenda Parlamentar 2023 Em Definicao,Ep 121 - Projeto Include Gurias,75000,Sofia Cavedon,PT
2024,Santa Barbara do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1189 - Hospital Santa Barbara Beneficente - Santa Barbara do Sul,75000,Gerson Burmann,PDT
2024,Dom Pedrito,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 705 - Hospital Sao Luiz - Dom Pedrito,75000,Airton Lima,PODE
2024,Candiota,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 276 - Centro de Reabilitacao e Apoio - Candiota,75000,Paparico Bacchi,PL
2024,Agudo,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 700 - Apae - Agudo,75000,Eduardo Loureiro,PDT
2024,Tupancireta,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 780 - Associacao dos Deficientes Fisicos - Tupancireta,75000,Rafael Braga,MDB
2024,Charqueadas,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 446 - Apae - Charqueadas,75000,Gerson Burmann,PDT
2024,Santa Margarida do Sul,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 675 - Acoes de Apoio Cultural - Santa Margarida do Sul,75000,Airton Artus,PDT
2024,Sao Gabriel,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 940 - Santa Casa - Sao Gabriel,75000,Frederico Antunes,PP
2024,Santana do Livramento,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 941 - Fms - Santa Casa - Santana do Livramento,75000,Frederico Antunes,PP
2024,Sao Borja,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 943 - Fms - Hospital Ivan Goulart - Sao Borja,75000,Frederico Antunes,PP
2024,Sao Borja,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 698 - Apae - Sao Borja,75000,Eduardo Loureiro,PDT
2024,Itaqui,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 707 - Apae - Itaqui,75000,Eduardo Loureiro,PDT
2024,Alegrete,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 947 - Apae - Alegrete,75000,Frederico Antunes,PP
2024,Balneario Pinhal,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 381 - Atencao Basica - Balneario Pinhal,75000,Kelly Moraes,PL
2024,Mostardas,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 771 - Sociedade de Amparo a Terceira Idade - Mostardas,75000,Luciano Silveira,MDB
2024,Arroio do Sal,Secretaria de Desenvolvimento Social,Rede de Proteção À Família - Ep,Ep 759 - Rede de Protecao a Familia - Arroio do Sal,75000,Luciano Silveira,MDB
2024,Tramandai,"Secretaria de Justiça, Cidadania e Direitos Humanos",Qualificação da Estrutura dos Conselhos Tutelares - Ep,Ep 383 - Conselho Tutelar - Tramandai,75000,Kelly Moraes,PL
2024,Ajuricaba,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 423 - Hospital Ajuricaba - Ajuricaba,75000,Gerson Burmann,PDT
2024,Barao de Cotegipe,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 282 - Apae - Barao de Cotegipe,75000,Paparico Bacchi,PL
2024,Aratiba,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 283 - Apae - Aratiba,75000,Paparico Bacchi,PL
2024,Igrejinha,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 885 - Esc Est Ens Med Berthalina Kirsch - Igrejinha,75000,Joel Wilhelm,PP
2024,Igrejinha,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 764 - Apae - Igrejinha,75000,Luciano Silveira,MDB
2024,Veranopolis,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 710 - Fms - Hospital Comunitario Sao Peregrino Lazziozi - Veranopolis,75000,Airton Lima,PODE
2024,Antonio Prado,"Secretaria de Justiça, Cidadania e Direitos Humanos",Programa Rs Sem Drogas - Ep,Ep 385 - Associacao Amor Exigente - Antonio Prado,75000,Kelly Moraes,PL
2024,Guapore,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 280 - Apae - Guapore,75000,Paparico Bacchi,PL
2024,Antonio Prado,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 281 - Apae - Antonio Prado,75000,Paparico Bacchi,PL
2024,Flores da Cunha,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 285 - Apae - Flores da Cunha,75000,Paparico Bacchi,PL
2024,Sapiranga,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 544 - Liga Feminina de Combate Ao Cancer - Sapiranga,75000,Delegada Nadine,PSDB
2024,Canoas,"Secretaria de Justiça, Cidadania e Direitos Humanos",Fortalecimento e Implantação de Políticas Para a Juventude - Ep,Ep 599 - Politicas Para Juventude - Canoas,75000,Laura Sito,PT
2024,Sapucaia do Sul,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 447 - Apae - Sapucaia do Sul,75000,Gerson Burmann,PDT
2024,Canoas,Secretaria de Trabalho e Desenvolvimento Profissional,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,Ep 596 - Afroempreendedorismo - Canoas,75000,Laura Sito,PT
2024,Sobradinho,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 1003 - Liga Feminina de Combate Ao Cancer - Sobradinho,75000,Adolfo Brito,PP
2024,Sobradinho,"Secretaria de Justiça, Cidadania e Direitos Humanos",Qualificação da Estrutura dos Conselhos Tutelares - Ep,Ep 382 - Conselho Tutelar - Sobradinho,75000,Kelly Moraes,PL
2024,Arroio do Tigre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 699 - Apae - Arroio do Tigre,75000,Eduardo Loureiro,PDT
2024,Arroio do Tigre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1001 - Apae - Arroio do Tigre,75000,Adolfo Brito,PP
2024,Porto Alegre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 321 - Asidrab - Porto Alegre,75000,Luciana Genro,PSOL
2024,Porto Alegre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 255 - Centro de Cuidados Nossa Senhora de Fatima - Porto Alegre,75000,Kaká D´Ávila,PSDB
2024,Porto Alegre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 264 - Associacao Crista de Mocos do Rs - Porto Alegre,75000,Kaká D´Ávila,PSDB
2024,Porto Alegre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 265 - Associacao Liga de Amparo Aos Necessitados - Porto Alegre,75000,Kaká D´Ávila,PSDB
2024,Porto Alegre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 322 - Apae - Porto Alegre,75000,Luciana Genro,PSOL
2024,Fontoura Xavier,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 284 - Caee Esperandio Catto -  Fontoura Xavier,75000,Paparico Bacchi,PL
2024,Vacaria,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 226 - Apae - Vacaria,75000,Neri o Carteiro,PSDB
2024,Vacaria,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 227 - Associacao dos Deficientes Visuais - Vacaria,75000,Neri o Carteiro,PSDB
2024,Palmeira das Missoes,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 541 - 14 Delegacia de Policia Regional do Interior - Palmeira das Missoes,75000,Delegada Nadine,PSDB
2024,Constantina,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 263 - Apae - Constantina,75000,Kaká D´Ávila,PSDB
2025,Arroio dos Ratos,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 765 - Apae - Arroio dos Ratos,75000,Paparico Bacchi,PL
2025,Butia,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 299 - Moto Grupo Rota 290 - Butia,75000,"Neri, o Carteiro",PSDB
2025,Tres de Maio,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1048 - Apae - Tres de Maio,75000,Professor Issur Koch,PP
2025,Santo Angelo,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1006 - Apae - Santo Angelo,75000,Eduardo Loureiro,PDT
2025,Lagoa Vermelha,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 887 - Associacao Cultural Tradicionalista Piquete 35 - Lagoa Vermelha,75000,Airton Lima,PODE
2025,Lagoa Vermelha,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 888 - Grupo Folclorico Bombacha Preta - Lagoa Vermelha,75000,Airton Lima,PODE
2025,Lagoa Vermelha,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 892 - Grupo de Artes Nativas Lagoa Vermelha - Lagoa Vermelha,75000,Airton Lima,PODE
2025,Carlos Barbosa,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 297 - Apae - Carlos Barbosa,75000,"Neri, o Carteiro",PSDB
2025,Portao,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1004 - Apae - Portao,75000,Eduardo Loureiro,PDT
2025,Vacaria,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 889 - Instituto de Cavalgadas Vacarianos a Cavalo - Vacaria,75000,Airton Lima,PODE
2025,Palmeira das Missoes,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 1000 - Melhores Amigos - Palmeira das Missoes,75000,Eduardo Loureiro,PDT
2025,Chapada,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 998 - Apae - Chapada,75000,Eduardo Loureiro,PDT
2025,Viamao,Secretaria do Meio Ambiente e Infraestrutura,Implementação de Atividades Voltadas a Educação Ambiental - Ep,Ep 308 - Instituto de Pesquisa e Educacao do Campo - Viamao,71820,Matheus Gomes,PSOL
2023,Porto Alegre,"Secretaria de Justiça, Cidadania e Direitos Humanos",Emenda Parlamentar 2023 de Porto Alegre,Ep 484 - Casa Estudantil Universitária de Porto Alegre - Ceupa - Porto Alegre,70200,Luciana Genro,PSOL
2022,Nova Petropolis,Secretaria da Educação,Emenda Parlamentar 2022 de Nova Petropolis,Ep 289 - Ce Padre Werner - Nova Petropolis,70000,Pepe Vargas,PT
2022,Santo Augusto,Secretaria da Educação,Emenda Parlamentar 2022 de Santo Augusto,Ep 13 - Eeef Francisco Andrighetto - Santo Augusto,70000,Sérgio Turra,PP
2022,Farroupilha,"Secretaria da Igualdade, Cidadania, Direitos Humanos e Assistencia Social",Emenda Parlamentar 2022 de Farroupilha,Ep 482 - Melhores Amigos - Farroupilha,70000,Gabriel Souza,MDB
2022,Sapiranga,"Secretaria da Igualdade, Cidadania, Direitos Humanos e Assistencia Social",Emenda Parlamentar 2022 de Sapiranga,Ep 279 - Melhores Amigos - Sapiranga,70000,Gaúcho da Geral,PSD
2022,Caxias do Sul,"Secretaria da Igualdade, Cidadania, Direitos Humanos e Assistencia Social",Emenda Parlamentar 2022 de Caxias do Sul,Ep 287 - Inav - Caxias do Sul,70000,Pepe Vargas,PT
2022,Irai,"Secretaria da Igualdade, Cidadania, Direitos Humanos e Assistencia Social",Emenda Parlamentar 2022 de Irai,Ep 521 - Veiculo - Irai,70000,Marcus Vinícius,PP
2022,Amaral Ferrador,Secretaria da Saúde,Emenda Parlamentar 2022 de Amaral Ferrador,Ep 65 - Atencao Basica - Amaral Ferrador,70000,Elizandro Sabino,PTB
2022,Cacequi,Secretaria da Saúde,Emenda Parlamentar 2022 de Cacequi,Ep 66 - Atencao Basica - Cacequi,70000,Elizandro Sabino,PTB
2022,Constantina,Secretaria da Saúde,Emenda Parlamentar 2022 de Constantina,Ep 61 - Atencao Basica - Constantina,70000,Elizandro Sabino,PTB
2022,Igrejinha,Secretaria da Saúde,Emenda Parlamentar 2022 de Igrejinha,Ep 448 - Atencao Basica - Igrejinha,70000,Dalciso Oliveira,PSB
2022,Itacurubi,Secretaria da Saúde,Emenda Parlamentar 2022 de Itacurubi,Ep 67 - Atencao Basica - Itacurubi,70000,Elizandro Sabino,PTB
2022,Nova Hartz,Secretaria da Saúde,Emenda Parlamentar 2022 de Nova Hartz,Ep 187 - Atencao Basica - Nova Hartz,70000,Faisal Karam,PSDB
2022,Taquara,Secretaria da Saúde,Emenda Parlamentar 2022 de Taquara,Ep 188 - Atencao Basica - Taquara,70000,Faisal Karam,PSDB
2022,Tres Arroios,Secretaria da Saúde,Emenda Parlamentar 2022 de Tres Arroios,Ep 503 - Atencao Basica - Tres Arroios,70000,Paparico Bacchi,PL
2022,Vera Cruz,Secretaria da Saúde,Emenda Parlamentar 2022 de Vera Cruz,Ep 62 - Atencao Basica - Vera Cruz,70000,Elizandro Sabino,PTB
2022,Viadutos,Secretaria da Saúde,Emenda Parlamentar 2022 de Viadutos,Ep 511 - Atencao Basica - Viadutos,70000,Paparico Bacchi,PL
2022,Amaral Ferrador,Secretaria da Saúde,Emenda Parlamentar 2022 de Amaral Ferrador,Ep 450 - Sociedade Hospitalar Sao Jose - Amaral Ferrador,70000,Zé Nunes,PT
2022,Cangucu,Secretaria da Saúde,Emenda Parlamentar 2022 de Cangucu,Ep 456 - Hospital de Caridade - Cangucu,70000,Zé Nunes,PT
2022,Pinhal Grande,Secretaria da Saúde,Emenda Parlamentar 2022 de Pinhal Grande,Ep 463 - Casa de Saude Sao Jose - Pinhal Grande,70000,Elton Weber,PSB
2022,Santa Vitoria do Palmar,Secretaria da Saúde,Emenda Parlamentar 2022 de Santa Vitoria do Palmar,Ep 457 - Santa Casa de Misericordia - Santa Vitoria do Palmar,70000,Zé Nunes,PT
2022,Sapiranga,Secretaria da Saúde,Emenda Parlamentar 2022 de Sapiranga,Ep 539 - Upa - Sapiranga,70000,Issur Koch,PP
2022,Cangucu,Secretaria da Saúde,Emenda Parlamentar 2022 de Cangucu,Ep 514 - Veiculo - Cangucu,70000,Marcus Vinícius,PP
2022,Capela de Santana,Secretaria da Saúde,Emenda Parlamentar 2022 de Capela de Santana,Ep 500 - Veiculo - Capela de Santana,70000,Adolfo Brito,PP
2022,Cerrito,Secretaria da Saúde,Emenda Parlamentar 2022 de Cerrito,Ep 517 - Veiculo - Cerrito,70000,Marcus Vinícius,PP
2022,Dom Pedrito,Secretaria da Saúde,Emenda Parlamentar 2022 de Dom Pedrito,Ep 520 - Veiculo - Dom Pedrito,70000,Marcus Vinícius,PP
2022,Gramado,Secretaria da Saúde,Emenda Parlamentar 2022 de Gramado,Ep 106 - Veiculo - Gramado,70000,Ernani Polo,PP
2022,Mostardas,Secretaria da Saúde,Emenda Parlamentar 2022 de Mostardas,Ep 525 - Veiculo - Mostardas,70000,Marcus Vinícius,PP
2022,Salto do Jacui,Secretaria da Saúde,Emenda Parlamentar 2022 de Salto do Jacui,Ep 549 - Veiculo - Salto do Jacui,70000,Gilberto Capoani,MDB
2022,Sao Martinho,Secretaria da Saúde,Emenda Parlamentar 2022 de Sao Martinho,Ep 106 - Veiculo - Sao Martinho,70000,Ernani Polo,PP
2022,Sentinela do Sul,Secretaria da Saúde,Emenda Parlamentar 2022 de Sentinela do Sul,Ep 523 - Veiculo - Sentinela do Sul,70000,Marcus Vinícius,PP
2022,Camaqua,Secretaria da Segurança Pública,Emenda Parlamentar 2022 de Camaqua,Ep 19 - Decrab - Camaqua,70000,Sérgio Turra,PP
2022,Sao Luiz Gonzaga,Secretaria de Turismo,Emenda Parlamentar 2022 de Sao Luiz Gonzaga,Ep 17 - Sinalizacao Turistica - Sao Luiz Gonzaga,70000,Sérgio Turra,PP
2023,Barao,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Emenda Parlamentar 2023 de Barao,Ep 82 - Patrulha Agricola - Barao,70000,Elton Weber,PSB
2023,Mata,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Emenda Parlamentar 2023 de Mata,Ep 82 - Patrulha Agricola - Mata,70000,Elton Weber,PSB
2023,Sao Francisco de Paula,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Emenda Parlamentar 2023 de Sao Francisco de Paula,Ep 82 - Patrulha Agricola - Sao Francisco de Paula,70000,Elton Weber,PSB
2023,Ametista do Sul,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Emenda Parlamentar 2023 de Ametista do Sul,Ep 82 - Patrulha Agricola - Ametista do Sul,70000,Elton Weber,PSB
2023,Tramandai,Secretaria da Educação,Emenda Parlamentar 2023 de Tramandai,Ep 296 - Esc Est Ens Fun Professora Suely Vacari Osorio - Tramandai,70000,Gabriel Souza,MDB
2023,Tramandai,Secretaria da Educação,Emenda Parlamentar 2023 de Tramandai,Ep 297 - Inst Est Educ Barao de Tramandai - Tramandai,70000,Gabriel Souza,MDB
2023,Alto Feliz,Secretaria da Saúde,Emenda Parlamentar 2023 de Alto Feliz,Ep 85 - Atencao Basica - Alto Feliz,70000,Elton Weber,PSB
2023,Igrejinha,Secretaria da Saúde,Emenda Parlamentar 2023 de Igrejinha,Ep 22 - Atencao Basica - Igrejinha,70000,Sérgio Turra,PP
2023,Vale Real,Secretaria da Saúde,Emenda Parlamentar 2023 de Vale Real,Ep 86 - Atencao Basica - Vale Real,70000,Elton Weber,PSB
2023,Amaral Ferrador,Secretaria da Saúde,Emenda Parlamentar 2023 de Amaral Ferrador,Ep 461 - Hospital Sao Jose - Amaral Ferrador,70000,Zé Nunes,PT
2023,Bom Principio,Secretaria da Saúde,Emenda Parlamentar 2023 de Bom Principio,Ep 88 - Hospital Sao Pedro Canisio - Bom Principio,70000,Elton Weber,PSB
2023,Dom Feliciano,Secretaria da Saúde,Emenda Parlamentar 2023 de Dom Feliciano,Ep 460 - Hospital Sao Jose - Dom Feliciano,70000,Zé Nunes,PT
2023,Julio de Castilhos,Secretaria da Saúde,Emenda Parlamentar 2023 de Julio de Castilhos,Ep 87 - Hospital Bernardina Salles de Barros - Julio de Castilhos,70000,Elton Weber,PSB
2023,Pinhal Grande,Secretaria da Saúde,Emenda Parlamentar 2023 de Pinhal Grande,Ep 84 - Casa de Saude Sao Jose - Pinhal Grande,70000,Elton Weber,PSB
2023,Santa Vitoria do Palmar,Secretaria da Saúde,Emenda Parlamentar 2023 de Santa Vitoria do Palmar,Ep 459 - Santa Casa - Santa Vitoria do Palmar,70000,Zé Nunes,PT
2023,Vale do Sol,Secretaria da Saúde,Emenda Parlamentar 2023 de Vale do Sol,Ep 83 - Hospital Vale do Sol - Vale do Sol,70000,Elton Weber,PSB
2023,Alegrete,Secretaria da Saúde,Emenda Parlamentar 2023 de Alegrete,Ep 298 - Transporte Sanitario Eletivo - Alegrete,70000,Gabriel Souza,MDB
2023,Candiota,Secretaria da Saúde,Emenda Parlamentar 2023 de Candiota,Ep 303 - Transporte Sanitario Eletivo - Candiota,70000,Gabriel Souza,MDB
2023,Cangucu,Secretaria da Saúde,Emenda Parlamentar 2023 de Cangucu,Ep 299 - Transporte Sanitario Eletivo - Cangucu,70000,Gabriel Souza,MDB
