,Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido
1835,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Caxias do Sul,23050,Ep 486 - Esc Est Ens Med Alexandre Zattera - Caxias do Sul,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Caxias do Sul
1836,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Novo Hamburgo,23052,Ep 486 - Esc Est Ens Med Osvaldo Aranha - Novo Hamburgo,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Novo Hamburgo
1837,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Porto Alegre,23055,Ep 486 - Esc Est Ens Med Visconde do Rio Grande - Porto Alegre,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Porto Alegre
1838,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Quarai,23057,Ep 486 - Inst Estadual Dr Luiz Pacheco Prates - Quarai,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Quarai
1839,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Rosario do Sul,23060,Ep 486 - Esc Est Ens Fun Padre Jose de Anchieta - Rosario do Sul,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Rosario do Sul
1840,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Santa Cruz do Sul,23051,Ep 486 - Esc Est Ens Med Santa Cruz - Santa Cruz do Sul,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Santa Cruz do Sul
1841,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Sao Borja,23058,Ep 486 - Esc Est Ens Med Apparicio Silva Rillo - Sao Borja,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Sao Borja
1842,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Sao Leopoldo,23054,Ep 486 - Esc Est Ens Med Cristo Rei - Sao Leopoldo,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Sao Leopoldo
1843,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Tramandai,23053,Ep 486 - Esc Est Ens Med Nossa Senhora Aparecida - Tramandai,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Tramandai
1844,2022,"Secretaria da Igualdade, Cidadania, Direitos Humanos e Assistencia Social",SICDHAS,2178,1036,Emenda Parlamentar 2022 de Julio de Castilhos,22003,Ep 300 - Veiculo - Julio de Castilhos,EP 300,,,75000,Município beneficiado,300,Patrícia Alba,MDB, Julio de Castilhos
1845,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Encruzilhada do Sul,22068,Ep 304 - Atencao Basica - Encruzilhada do Sul,EP 304,,,75000,Município beneficiado,304,Patrícia Alba,MDB, Encruzilhada do Sul
1846,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Entre-ijuis,22069,Ep 305 - Atencao Basica - Entre - Ijuis,EP 305,,,75000,Município beneficiado,305,Patrícia Alba,MDB, Ijuis
1847,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Sao Francisco de Assis,22076,Ep 382 - Atencao Basica - Sao Francisco de Assis,EP 382,,,75000,Município beneficiado,382,Vilmar Zanchin,MDB, Sao Francisco de Assis
1848,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Getulio Vargas,22096,Ep 383 - Hospital Sao Roque - Getulio Vargas,EP 383,,,75000,Hospital beneficiado,383,Vilmar Zanchin,MDB, Getulio Vargas
1849,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Julio de Castilhos,22098,Ep 387 - Hospital Bernardina Salles de Barros - Julio de Castilhos,EP 387,,,75000,Hospital beneficiado,387,Vilmar Zanchin,MDB, Julio de Castilhos
1850,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Pelotas,22052,Ep 194 - Sociedade Portuguesa de Beneficencia - Pelotas,EP 194,,,75000,Hospital beneficiado,194,Faisal Karam,PSDB, Pelotas
1851,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Pelotas,22053,Ep 195 - Hospital Universitario Sao Francisco de Paula - Pelotas,EP 195,,,75000,Hospital beneficiado,195,Faisal Karam,PSDB, Pelotas
1852,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Rio Grande,22030,Ep 117 - Santa Casa - Rio Grande,EP 117,,,75000,Hospital beneficiado,117,Juliana Brizola,PDT, Rio Grande
1853,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Santa Maria,22031,Ep 118 - Hospital Regional de Santa Maria - Santa Maria,EP 118,,,75000,Hospital beneficiado,118,Juliana Brizola,PDT, Santa Maria
1854,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Santo Antonio da Patrulha,22060,Ep 308 - Veiculo - Santo Antonio da Patrulha,EP 308,,,75000,Veículo novo,308,Patrícia Alba,MDB, Santo Antonio da Patrulha
1855,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Santo Antonio do Palma,22065,Ep 385 - Veiculo - Santo Antonio do Palma,EP 385,,,75000,Veículo novo,385,Vilmar Zanchin,MDB, Santo Antonio do Palma
1856,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Pelotas,23074,Ep 561 - Esc Est Ens Med Marechal Rondon - Pelotas,,,,75000,Escola beneficiada,561,Fernando Marroni,PT, Pelotas
1857,2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Girua,23061,Ep 239 - Atencao Basica - Girua,,,,75000,Município beneficiado,239,Ernani Polo,PP, Girua
1858,2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Ibiraiaras,23093,Ep 333 - Atencao Basica - Ibiraiaras,,,,75000,Município beneficiado,333,Vilmar Zanchin,MDB, Ibiraiaras
1859,2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Restinga Seca,23047,Ep 338 - Hospital de Caridade Sao Francisco - Restinga Seca,,,,75000,Hospital beneficiado,338,Vilmar Zanchin,MDB, Restinga Seca
1860,2023,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2023 de Cruz Alta,23051,Ep 305 - Transporte Sanitario Eletivo - Cruz Alta,,,,75000,Município beneficiado,305,Gabriel Souza,MDB, Cruz Alta
1861,2023,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2023 de Entre-ijuis,23041,Ep 242 - Transporte Sanitario Eletivo - Entre - Ijuis,,,,75000,Município beneficiado,242,Ernani Polo,PP, Ijuis
1862,2023,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2023 de Roque Gonzales,23039,Ep 240 - Transporte Sanitario Eletivo - Roque Gonzales,,,,75000,Município beneficiado,240,Ernani Polo,PP, Roque Gonzales
1863,2023,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2023 de Sao Martinho,23040,Ep 241 - Transporte Sanitario Eletivo - Sao Martinho,,,,75000,Município beneficiado,241,Ernani Polo,PP, Sao Martinho
1864,2023,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2023 de Triunfo,23052,Ep 306 - Transporte Sanitario Eletivo - Triunfo,,,,75000,Município beneficiado,306,Gabriel Souza,MDB, Triunfo
1865,2023,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,2601,1038,Emenda Parlamentar 2023 de Nao-me-toque,23006,Ep 348 - Veiculo - Nao - Me - Toque,,,,75000,Município beneficiado,348,Ernani Polo,PP, Me - Toque
1866,2023,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,2601,1038,Emenda Parlamentar 2023 de Pelotas,23002,Ep 112 - Pavimentacao de Vias - Pelotas,,,,75000,Município beneficiado,112,Fernando Marroni,PT, Pelotas
1867,2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2801,1095,Emenda Parlamentar 2023 de Sao Sepe,23001,Ep 62 - Escritorio Municipal da Cidadania - Sao Sepe,,,,75000,Município beneficiado,62,Dalciso Oliveira,PSB, Sao Sepe
1868,2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2875,1039,Emenda Parlamentar 2023 de Sao Borja,23015,Ep 247 - Apae - Sao Borja,,,,75000,Entidade beneficiada,247,Ernani Polo,PP, Sao Borja
1869,2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2875,1039,Emenda Parlamentar 2023 de Sao Marcos,23017,Ep 249 - Apae - Sao Marcos,,,,75000,Entidade beneficiada,249,Ernani Polo,PP, Sao Marcos
1870,2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2875,1039,Emenda Parlamentar 2023 de Torres,23016,Ep 248 - Apae - Torres,,,,75000,Entidade beneficiada,248,Ernani Polo,PP, Torres
1871,2023,Secretaria do Esporte e Lazer,SEL,2901,1049,Emenda Parlamentar 2023 de Capao da Canoa,23002,Ep 65 - Projetos Esportivos - Capao da Canoa,,,,75000,Município beneficiado,65,Dalciso Oliveira,PSB, Capao da Canoa
1872,2023,Universidade Estadual do Rio Grande do Sul,UERGS,5001,1071,Emenda Parlamentar 2023 Em Definicao,23001,Ep 121 - Projeto Include Gurias,,,,75000,Projeto apoiado,121,Sofia Cavedon,PT, Projeto Include Gurias
1873,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24208,Ep 1189 - Hospital Santa Barbara Beneficente - Santa Barbara do Sul,EP 1189,Santa Barbara do Sul,107.0,75000,beneficiado,1189,Gerson Burmann,PDT, Santa Barbara do Sul
1874,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24139,Ep 705 - Hospital Sao Luiz - Dom Pedrito,EP 705,Dom Pedrito,36.0,75000,beneficiado,705,Airton Lima,PODE, Dom Pedrito
1875,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24016,Ep 276 - Centro de Reabilitacao e Apoio - Candiota,EP 276,Candiota,344.0,75000,beneficiado,276,Paparico Bacchi,PL, Candiota
1876,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24041,Ep 700 - Apae - Agudo,EP 700,Agudo,1.0,75000,beneficiado,700,Eduardo Loureiro,PDT, Agudo
1877,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24046,Ep 780 - Associacao dos Deficientes Fisicos - Tupancireta,EP 780,Tupancireta,151.0,75000,beneficiado,780,Rafael Braga,MDB, Tupancireta
1878,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24031,Ep 446 - Apae - Charqueadas,EP 446,Charqueadas,236.0,75000,beneficiado,446,Gerson Burmann,PDT, Charqueadas
1879,2024,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,24050,Ep 675 - Acoes de Apoio Cultural - Santa Margarida do Sul,EP 675,Santa Margarida do Sul,495.0,75000,beneficiado,675,Airton Artus,PDT, Santa Margarida do Sul
1880,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24173,Ep 940 - Santa Casa - Sao Gabriel,EP 940,Sao Gabriel,120.0,75000,beneficiado,940,Frederico Antunes,PP, Sao Gabriel
1881,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24174,Ep 941 - Fms - Santa Casa - Santana do Livramento,EP 941,Santana do Livramento,106.0,75000,beneficiado,941,Frederico Antunes,PP, Santana do Livramento
1882,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24175,Ep 943 - Fms - Hospital Ivan Goulart - Sao Borja,EP 943,Sao Borja,117.0,75000,beneficiado,943,Frederico Antunes,PP, Sao Borja
1883,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24039,Ep 698 - Apae - Sao Borja,EP 698,Sao Borja,117.0,75000,beneficiado,698,Eduardo Loureiro,PDT, Sao Borja
1884,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24042,Ep 707 - Apae - Itaqui,EP 707,Itaqui,67.0,75000,beneficiado,707,Eduardo Loureiro,PDT, Itaqui
1885,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24059,Ep 947 - Apae - Alegrete,EP 947,Alegrete,2.0,75000,beneficiado,947,Frederico Antunes,PP, Alegrete
1886,2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24072,Ep 381 - Atencao Basica - Balneario Pinhal,EP 381,Balneario Pinhal,429.0,75000,beneficiado,381,Kelly Moraes,PL, Balneario Pinhal
1887,2024,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,24018,Ep 771 - Sociedade de Amparo a Terceira Idade - Mostardas,EP 771,Mostardas,79.0,75000,beneficiado,771,Luciano Silveira,MDB, Mostardas
1888,2024,Secretaria de Desenvolvimento Social,SEDES,78,1036,Rede de Proteção À Família - Ep,24015,Ep 759 - Rede de Protecao a Familia - Arroio do Sal,EP 759,Arroio do Sal,250.0,75000,beneficiado,759,Luciano Silveira,MDB, Arroio do Sal
1889,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1044,Qualificação da Estrutura dos Conselhos Tutelares - Ep,24002,Ep 383 - Conselho Tutelar - Tramandai,EP 383,Tramandai,145.0,75000,beneficiado,383,Kelly Moraes,PL, Tramandai
1890,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24080,Ep 423 - Hospital Ajuricaba - Ajuricaba,EP 423,Ajuricaba,162.0,75000,beneficiado,423,Gerson Burmann,PDT, Ajuricaba
1891,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24019,Ep 282 - Apae - Barao de Cotegipe,EP 282,Barao de Cotegipe,170.0,75000,beneficiado,282,Paparico Bacchi,PL, Barao de Cotegipe
1892,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24020,Ep 283 - Apae - Aratiba,EP 283,Aratiba,4.0,75000,beneficiado,283,Paparico Bacchi,PL, Aratiba
1893,2024,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",24063,Ep 885 - Esc Est Ens Med Berthalina Kirsch - Igrejinha,EP 885,Igrejinha,161.0,75000,beneficiado,885,Joel Wilhelm,PP, Igrejinha
1894,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24045,Ep 764 - Apae - Igrejinha,EP 764,Igrejinha,161.0,75000,beneficiado,764,Luciano Silveira,MDB, Igrejinha
1895,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24141,Ep 710 - Fms - Hospital Comunitario Sao Peregrino Lazziozi - Veranopolis,EP 710,Veranopolis,157.0,75000,beneficiado,710,Airton Lima,PODE, Veranopolis
1896,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,74,1110,Programa Rs Sem Drogas - Ep,24004,Ep 385 - Associacao Amor Exigente - Antonio Prado,EP 385,Antonio Prado,3.0,75000,beneficiado,385,Kelly Moraes,PL, Antonio Prado
1897,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24017,Ep 280 - Apae - Guapore,EP 280,Guapore,59.0,75000,beneficiado,280,Paparico Bacchi,PL, Guapore
1898,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24018,Ep 281 - Apae - Antonio Prado,EP 281,Antonio Prado,3.0,75000,beneficiado,281,Paparico Bacchi,PL, Antonio Prado
1899,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24022,Ep 285 - Apae - Flores da Cunha,EP 285,Flores da Cunha,48.0,75000,beneficiado,285,Paparico Bacchi,PL, Flores da Cunha
1900,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,24006,Ep 544 - Liga Feminina de Combate Ao Cancer - Sapiranga,EP 544,Sapiranga,131.0,75000,beneficiado,544,Delegada Nadine,PSDB, Sapiranga
1901,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1095,Fortalecimento e Implantação de Políticas Para a Juventude - Ep,24001,Ep 599 - Politicas Para Juventude - Canoas,EP 599,Canoas,24.0,75000,beneficiado,599,Laura Sito,PT, Canoas
1902,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24032,Ep 447 - Apae - Sapucaia do Sul,EP 447,Sapucaia do Sul,132.0,75000,beneficiado,447,Gerson Burmann,PDT, Sapucaia do Sul
1903,2024,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1079,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,24006,Ep 596 - Afroempreendedorismo - Canoas,EP 596,Canoas,24.0,75000,beneficiado,596,Laura Sito,PT, Canoas
1904,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,24013,Ep 1003 - Liga Feminina de Combate Ao Cancer - Sobradinho,EP 1003,Sobradinho,136.0,75000,beneficiado,1003,Adolfo Brito,PP, Sobradinho
1905,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1044,Qualificação da Estrutura dos Conselhos Tutelares - Ep,24001,Ep 382 - Conselho Tutelar - Sobradinho,EP 382,Sobradinho,136.0,75000,beneficiado,382,Kelly Moraes,PL, Sobradinho
1906,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24040,Ep 699 - Apae - Arroio do Tigre,EP 699,Arroio do Tigre,168.0,75000,beneficiado,699,Eduardo Loureiro,PDT, Arroio do Tigre
1907,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24061,Ep 1001 - Apae - Arroio do Tigre,EP 1001,Arroio do Tigre,168.0,75000,beneficiado,1001,Adolfo Brito,PP, Arroio do Tigre
1908,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,24005,Ep 321 - Asidrab - Porto Alegre,EP 321,Porto Alegre,96.0,75000,beneficiado,321,Luciana Genro,PSOL, Porto Alegre
1909,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,24005,Ep 255 - Centro de Cuidados Nossa Senhora de Fatima - Porto Alegre,EP 255,Porto Alegre,96.0,75000,beneficiado,255,Kaká D´Ávila,PSDB, Porto Alegre
1910,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,24006,Ep 264 - Associacao Crista de Mocos do Rs - Porto Alegre,EP 264,Porto Alegre,96.0,75000,beneficiado,264,Kaká D´Ávila,PSDB, Porto Alegre
1911,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,24007,Ep 265 - Associacao Liga de Amparo Aos Necessitados - Porto Alegre,EP 265,Porto Alegre,96.0,75000,beneficiado,265,Kaká D´Ávila,PSDB, Porto Alegre
1912,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24023,Ep 322 - Apae - Porto Alegre,EP 322,Porto Alegre,96.0,75000,beneficiado,322,Luciana Genro,PSOL, Porto Alegre
1913,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24021,Ep 284 - Caee Esperandio Catto -  Fontoura Xavier,EP 284,Fontoura Xavier,193.0,75000,beneficiado,284,Paparico Bacchi,PL,  Fontoura Xavier
1914,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24013,Ep 226 - Apae - Vacaria,EP 226,Vacaria,154.0,75000,beneficiado,226,Neri o Carteiro,PSDB, Vacaria
1915,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24014,Ep 227 - Associacao dos Deficientes Visuais - Vacaria,EP 227,Vacaria,154.0,75000,beneficiado,227,Neri o Carteiro,PSDB, Vacaria
1916,2024,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",24008,Ep 541 - 14 Delegacia de Policia Regional do Interior - Palmeira das Missoes,EP 541,Palmeira das Missoes,89.0,75000,beneficiado,541,Delegada Nadine,PSDB, Palmeira das Missoes
1917,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24015,Ep 263 - Apae - Constantina,EP 263,Constantina,32.0,75000,beneficiado,263,Kaká D´Ávila,PSDB, Constantina
