Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25018,Ep 462 - Amafa - Farroupilha,EP 462,Farroupilha,45,100000,beneficiado,462,Prof Claudio Branchieri,PODE
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25016,Ep 424 - Clube Cultural e Esportivo Sao Cristovao - Nova Prata,EP 424,Nova Prata,85,100000,beneficiado,424,Dirceu Franciscon,UNIÃO
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25012,Ep 99 - Instituto Helio Dangola - Pelotas,EP 99,Pelotas,93,100000,beneficiado,99,Leonel Radde,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25074,Ep 890 - Ctg Os Farrapos - Pelotas,EP 890,Pelotas,93,100000,beneficiado,890,Airton Lima,PODE
2025,Secretaria da Segurança Pública,SSP,7,1084,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",25001,Ep 88 - Cbm - Jaguarao,EP 88,Jaguarao,68,100000,beneficiado,88,Leonel Radde,PT
2025,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,1,1037,"Desassoreamento, Obras de Macro Drenagem e Recuperação de Estradas Vicinais Nos Municípios do Estado - Ep",25001,Ep 385 - Estradas Vicinais - Piratini,EP 385,Piratini,95,100000,beneficiado,385,Carlos Búrigo,MDB
2025,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,1,1119,Qualificação da Produção Agrícola e Pecuária Gaúcha - Ep,25002,Ep 920 - Qualificacao da Producao Agricola e Pecuaria Gaucha - Sao Lourenco do Sul,EP 920,Sao Lourenco do Sul,125,100000,beneficiado,920,Marcus Vinícius,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25012,Ep 26 - Atencao Basica - Rio Grande,EP 26,Rio Grande,100,100000,beneficiado,26,Elizandro Sabino,PRD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25048,Ep 177 - Atencao Basica - Sao Lourenco do Sul,EP 177,Sao Lourenco do Sul,125,100000,beneficiado,177,Zé Nunes,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25076,Ep 361 - Atencao Basica - Santa Vitoria do Palmar,EP 361,Santa Vitoria do Palmar,111,100000,beneficiado,361,Carlos Búrigo,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25115,Ep 579 - Atencao Basica - Morro Redondo,EP 579,Morro Redondo,291,100000,beneficiado,579,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25119,Ep 595 - Atencao Basica - Santa Vitoria do Palmar,EP 595,Santa Vitoria do Palmar,111,100000,beneficiado,595,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25157,Ep 823 - Atencao Basica - Turucu,EP 823,Turucu,462,100000,beneficiado,823,Pedro Pereira,PSDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25158,Ep 826 - Atencao Basica - Sao Lourenco do Sul,EP 826,Sao Lourenco do Sul,125,100000,beneficiado,826,Pedro Pereira,PSDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25159,Ep 827 - Atencao Basica - Sao Lourenco do Sul,EP 827,Sao Lourenco do Sul,125,100000,beneficiado,827,Pedro Pereira,PSDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25170,Ep 886 - Atencao Basica - Tavares,EP 886,Tavares,243,100000,beneficiado,886,Gerson Burmann,PDT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25172,Ep 910 - Atencao Basica - Sao Jose do Norte,EP 910,Sao Jose do Norte,122,100000,beneficiado,910,Marcus Vinícius,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25198,Ep 1053 - Atencao Basica - Rio Grande,EP 1053,Rio Grande,100,100000,beneficiado,1053,Bruna Rodrigues,PCdoB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25199,Ep 1054 - Atencao Basica - Pelotas,EP 1054,Pelotas,93,100000,beneficiado,1054,Bruna Rodrigues,PCdoB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25208,Ep 1131 - Atencao Basica - Rio Grande,EP 1131,Rio Grande,100,100000,beneficiado,1131,Stela Farias,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25209,Ep 1132 - Atencao Basica - Capao do Leao,EP 1132,Capao do Leao,235,100000,beneficiado,1132,Eliana Bayer,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25210,Ep 1157 - Atencao Basica - Cangucu,EP 1157,Cangucu,23,100000,beneficiado,1157,Laura Sito,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25234,Ep 757 - Atencao Basica - Sao Jose do Norte,EP 757,Sao Jose do Norte,122,100000,beneficiado,757,Luiz Marenco,PDT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25239,Ep 190 - Atencao Basica - Amaral Ferrador,EP 190,Amaral Ferrador,248,100000,beneficiado,190,Zé Nunes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25013,Ep 103 - Fms - Ambulatorio Trans - Pelotas,EP 103,Pelotas,93,100000,beneficiado,103,Leonel Radde,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25021,Ep 136 - Santa Casa - Arroio Grande,EP 136,Arroio Grande,6,100000,beneficiado,136,Aloísio Classmann,UNIÃO
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25023,Ep 163 - Fms - Hospital Municipal - Sao Jose do Norte,EP 163,Sao Jose do Norte,122,100000,beneficiado,163,Aloísio Classmann,UNIÃO
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25024,Ep 178 - Santa Casa - Santa Vitoria do Palmar,EP 178,Santa Vitoria do Palmar,111,100000,beneficiado,178,Zé Nunes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25025,Ep 179 - Hospital de Caridade - Cangucu,EP 179,Cangucu,23,100000,beneficiado,179,Zé Nunes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25027,Ep 181 - Hospital Nossa Senhora da Gloria - Herval,EP 181,Herval,61,100000,beneficiado,181,Zé Nunes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25028,Ep 182 - Hospital Dr Ernesto Mauricio Arndt - Morro Redondo,EP 182,Morro Redondo,291,100000,beneficiado,182,Zé Nunes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25086,Ep 598 - Fms - Ucpel - Hospital Universitario Sao Francisco de Paula - Pelotas,EP 598,Pelotas,93,100000,beneficiado,598,Luciana Genro,PSOL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25090,Ep 612 - Santa Casa - Rio Grande,EP 612,Rio Grande,100,100000,beneficiado,612,Luciana Genro,PSOL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25112,Ep 755 - Santa Casa - Arroio Grande,EP 755,Arroio Grande,6,100000,beneficiado,755,Luiz Marenco,PDT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25135,Ep 903 - Fms - Santa Casa - Pelotas,EP 903,Pelotas,93,100000,beneficiado,903,Airton Lima,PODE
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25165,Ep 1160 - Santa Casa - Sao Lourenco do Sul,EP 1160,Sao Lourenco do Sul,125,100000,beneficiado,1160,Laura Sito,PT
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25008,Ep 239 - Transporte Sanitario Eletivo - Santana da Boa Vista,EP 239,Santana da Boa Vista,222,100000,beneficiado,239,Adriana Lara,PL
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25016,Ep 487 - Transporte Sanitario Eletivo - Jaguarao,EP 487,Jaguarao,68,100000,beneficiado,487,Luciano Silveira,MDB
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25028,Ep 582 - Transporte Sanitario Eletivo - Chui,EP 582,Chui,436,100000,beneficiado,582,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25029,Ep 583 - Transporte Sanitario Eletivo - Capao do Leao,EP 583,Capao do Leao,235,100000,beneficiado,583,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25050,Ep 863 - Transporte Sanitario Eletivo - Arroio Grande,EP 863,Arroio Grande,6,100000,beneficiado,863,Gerson Burmann,PDT
2025,Secretaria da Saúde,SES,95,1104,Qualificação da Rede de Atenção À Pessoa Com Deficiência - Tea e Pcd - Ep,25007,Ep 754 - Associacao Projeto Acreditar - Pedro Osorio,EP 754,Pedro Osorio,92,100000,beneficiado,754,Luiz Marenco,PDT
2025,Secretaria de Desenvolvimento Social,SEDES,1,1115,Programa de Aquisição de Alimentos - Rs Sem Fome - Ep,25001,Ep 822 - Programa de Aquisicao de Alimentos - Rs Sem Fome - Morro Redondo,EP 822,Morro Redondo,291,100000,beneficiado,822,Pedro Pereira,PSDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25025,Ep 813 - Apoio Gestao Municipal - Piratini,EP 813,Piratini,95,100000,beneficiado,813,Pedro Pereira,PSDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25014,Ep 258 - Nucleo de Apoio As Neurodiversidades - Arroio Grande,EP 258,Arroio Grande,6,100000,beneficiado,258,Adriana Lara,PL
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25009,Ep 687 - Defesa Civil - Pareci Novo,EP 687,Pareci Novo,386,100000,beneficiado,687,Sergio Peres,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25025,Ep 101 - Atencao Basica - Capela de Santana,EP 101,Capela de Santana,257,100000,beneficiado,101,Leonel Radde,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25032,Ep 126 - Atencao Basica - Montenegro,EP 126,Montenegro,78,100000,beneficiado,126,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25077,Ep 362 - Atencao Basica - Salvador do Sul,EP 362,Salvador do Sul,221,100000,beneficiado,362,Carlos Búrigo,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25085,Ep 390 - Atencao Basica - Sao Vendelino,EP 390,Sao Vendelino,333,100000,beneficiado,390,Vilmar Zanchin,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25102,Ep 507 - Atencao Basica - Sao Sebastiao do Cai,EP 507,Sao Sebastiao do Cai,128,100000,beneficiado,507,Rodrigo Lorenzoni,PL
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25103,Ep 515 - Atencao Basica - Alto Feliz,EP 515,Alto Feliz,334,100000,beneficiado,515,Elton Weber,PSB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25120,Ep 606 - Atencao Basica - Sao Jose do Hortencio,EP 606,Sao Jose do Hortencio,314,100000,beneficiado,606,Rodrigo Lorenzoni,PL
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25175,Ep 928 - Atencao Basica - Pareci Novo,EP 928,Pareci Novo,386,100000,beneficiado,928,Eliana Bayer,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25237,Ep 130 - Atencao Basica - Pareci Novo,EP 130,Pareci Novo,386,100000,beneficiado,130,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25132,Ep 899 - Hospital Montenegro - Montenegro,EP 899,Montenegro,78,100000,beneficiado,899,Airton Lima,PODE
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25010,Ep 277 - Transporte Sanitario Eletivo - Vale Real,EP 277,Vale Real,424,100000,beneficiado,277,"Neri, o Carteiro",PSDB
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25014,Ep 485 - Transporte Sanitario Eletivo - Sao Pedro da Serra,EP 485,Sao Pedro da Serra,410,100000,beneficiado,485,Luciano Silveira,MDB
2025,Secretaria da Saúde,SES,95,1104,Qualificação da Rede de Atenção À Pessoa Com Deficiência - Tea e Pcd - Ep,25005,Ep 461 - Apae - Feliz,EP 461,Feliz,47,100000,beneficiado,461,Prof Claudio Branchieri,PODE
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25044,Ep 689 - Agricultura Familiar - Tupandi,EP 689,Tupandi,326,100000,beneficiado,689,Sergio Peres,REPUBLICANOS
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1117,Implementação de Atividades Voltadas a Educação Ambiental - Ep,25002,Ep 284 - Movimento Roessler Para Defesa Ambiental - Novo Hamburgo,EP 284,Novo Hamburgo,86,100000,beneficiado,284,Miguel Rossetto,PT
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25003,Ep 329 - Defesa Civil - Associacao Pro - Ensino Superior - Aspeur - Canoas,EP 329,Canoas,24,100000,beneficiado,329,Delegado Zucco,REPUBLICANOS
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25004,Ep 338 - Defesa Civil - Associacao Pro - Ensino Superior - Aspeur - Novo Hamburgo,EP 338,Novo Hamburgo,86,100000,beneficiado,338,Delegado Zucco,REPUBLICANOS
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25005,Ep 339 - Defesa Civil - Associacao Pro - Ensino Superior - Aspeur - Sao Leopoldo,EP 339,Sao Leopoldo,124,100000,beneficiado,339,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25069,Ep 840 - Ctg Mourao da Estancia - Estancia Velha,EP 840,Estancia Velha,42,100000,beneficiado,840,Gaúcho da Geral,PSD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25002,Ep 9 - Atencao Basica - Sao Leopoldo,EP 9,Sao Leopoldo,124,100000,beneficiado,9,Elizandro Sabino,PRD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25005,Ep 16 - Atencao Basica - Campo Bom,EP 16,Campo Bom,19,100000,beneficiado,16,Elizandro Sabino,PRD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25010,Ep 22 - Atencao Basica - Novo Hamburgo,EP 22,Novo Hamburgo,86,100000,beneficiado,22,Elizandro Sabino,PRD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25033,Ep 127 - Atencao Basica - Campo Bom,EP 127,Campo Bom,19,100000,beneficiado,127,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25040,Ep 134 - Atencao Basica - Esteio,EP 134,Esteio,43,100000,beneficiado,134,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25055,Ep 212 - Atencao Basica - Dois Irmaos,EP 212,Dois Irmaos,35,100000,beneficiado,212,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25060,Ep 256 - Atencao Basica - Sao Leopoldo,EP 256,Sao Leopoldo,124,100000,beneficiado,256,Jeferson Fernandes,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25068,Ep 311 - Atencao Basica - Sao Leopoldo,EP 311,Sao Leopoldo,124,100000,beneficiado,311,Matheus Gomes,PSOL
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25071,Ep 333 - Atencao Basica - Ararica,EP 333,Ararica,428,100000,beneficiado,333,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25117,Ep 585 - Atencao Basica - Canoas,EP 585,Canoas,24,100000,beneficiado,585,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25131,Ep 676 - Atencao Basica - Ararica,EP 676,Ararica,428,100000,beneficiado,676,Sergio Peres,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25137,Ep 694 - Atencao Basica - Nova Santa Rita,EP 694,Nova Santa Rita,382,100000,beneficiado,694,Adão Pretto Filho,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25142,Ep 700 - Atencao Basica - Portao,EP 700,Portao,213,100000,beneficiado,700,Adão Pretto Filho,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25166,Ep 838 - Atencao Basica - Canoas,EP 838,Canoas,24,100000,beneficiado,838,Gaúcho da Geral,PSD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25167,Ep 839 - Atencao Basica - Portao,EP 839,Portao,213,100000,beneficiado,839,Gaúcho da Geral,PSD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25188,Ep 1028 - Atencao Basica - Sapiranga,EP 1028,Sapiranga,131,100000,beneficiado,1028,Professor Issur Koch,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25189,Ep 1029 - Atencao Basica - Ivoti,EP 1029,Ivoti,200,100000,beneficiado,1029,Professor Issur Koch,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25193,Ep 1035 - Atencao Basica - Dois Irmaos,EP 1035,Dois Irmaos,35,100000,beneficiado,1035,Professor Issur Koch,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25194,Ep 1038 - Atencao Basica - Estancia Velha,EP 1038,Estancia Velha,42,100000,beneficiado,1038,Professor Issur Koch,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25197,Ep 1052 - Atencao Basica - Novo Hamburgo,EP 1052,Novo Hamburgo,86,100000,beneficiado,1052,Bruna Rodrigues,PCdoB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25004,Ep 55 - Fms - Hospital Centenario - Sao Leopoldo,EP 55,Sao Leopoldo,124,100000,beneficiado,55,Sofia Cavedon,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25008,Ep 74 - Fms - Hospital Dr Lauro Reus - Campo Bom,EP 74,Campo Bom,19,100000,beneficiado,74,Rafael Braga,MDB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25033,Ep 219 - Hospital de Portao - Portao,EP 219,Portao,213,100000,beneficiado,219,Cláudio Tatsch,PL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25047,Ep 278 - Hospital de Portao - Portao,EP 278,Portao,213,100000,beneficiado,278,"Neri, o Carteiro",PSDB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25051,Ep 303 - Fms - Hospital Sao Camilo - Esteio,EP 303,Esteio,43,100000,beneficiado,303,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25052,Ep 304 - Fms - Hospital Regina - Novo Hamburgo,EP 304,Novo Hamburgo,86,100000,beneficiado,304,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25055,Ep 307 - Hospital Sao Jose - Ivoti,EP 307,Ivoti,200,100000,beneficiado,307,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25060,Ep 323 - Fms - Hospital Sao Camilo - Esteio,EP 323,Esteio,43,100000,beneficiado,323,Matheus Gomes,PSOL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25063,Ep 332 - Hospital Sapiranga - Sapiranga,EP 332,Sapiranga,131,100000,beneficiado,332,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25091,Ep 613 - Fms - Hospital Universitario de Canoas - Canoas,EP 613,Canoas,24,100000,beneficiado,613,Luciana Genro,PSOL
